Stock_Number,Sale_Date,Inventory_Date,Make,Model,Year,Mileage,Store_Name,Stock_Type,Price,Front_Gross,Back_Gross
M7673008,1/11/2020,11/4/2019,HONDA,RIDGLN,2020,51508,Riverside Toyota,Used,8687,980.06,0
M4572932,1/11/2020,11/16/2019,TOYOTA,TACO,2020,11622,Riverside Toyota,Used,28199,841.66,822
S3772773,1/11/2020,11/4/2019,CHEVROLET,CAMAC,2020,44796,Riverside Toyota,Used,16000,1526.5,749.22
T2014885,1/11/2020,12/6/2019,TOYOTA,HIGHLN,2020,32073,Riverside Toyota,Used,20499,398.14,1445.24
K6074926,1/11/2020,11/4/2019,TOYOTA,CHR,2020,54786,Riverside Toyota,Used,19003.43,-32.04,1947.98
T6584908,1/11/2020,12/21/2019,TOYOTA,CAMR,2020,30112,Riverside Toyota,Used,24900,289.41,3461.67
T7133038,1/11/2020,12/21/2019,TOYOTA,CAMR,2020,40278,Riverside Toyota,Used,23500,1238.36,1894.56
N3559139,1/11/2020,11/25/2019,HONDA,CRV,2020,49574,Riverside Toyota,Used,11999,3469,348.76
S8354618,1/11/2020,10/30/2019,TOYOTA,RAV4,2020,54986,Riverside Toyota,Used,18299,1639.06,2793.95
M4913620,1/10/2020,11/29/2019,TOYOTA,RAV4,2020,23995,Riverside Toyota,Used,17999,830,1255
N3231648,1/10/2020,11/15/2019,ACURA,MDX,2020,36982,Riverside Toyota,Used,12344.59,2157.05,0
L4381967,1/10/2020,11/20/2019,TOYOTA,PRIUSM,2020,34875,Riverside Toyota,Used,24693,-669,1775.71
N5312741,1/10/2020,11/19/2019,TOYOTA,HIGHLN,2020,32200,Riverside Toyota,Used,29899,3952.34,2086.01
L5818319,1/10/2020,12/21/2019,TOYOTA,CAMR,2020,68481,Riverside Toyota,Used,9499,2624.12,0
S4808980,1/10/2020,12/3/2019,TOYOTA,HIGHHY,2020,48074,Riverside Toyota,Used,5241.29,415.23,0
K7367443,1/10/2020,12/20/2019,TOYOTA,TUND,2020,23086,Riverside Toyota,Used,32717.02,-944.74,1250
N9445946,1/10/2020,10/30/2019,CADILLAC,SRX,2020,55767,Riverside Toyota,Used,17911.19,-1096.04,0
K2793656,1/10/2020,11/8/2019,FORD,TAUR,2020,73832,Riverside Toyota,Used,3500,1596.17,0
T1770779,1/10/2020,11/26/2019,TOYOTA,RAV4,2020,57486,Riverside Toyota,Used,18399,3392.02,1942.49
S4569679,1/10/2020,11/20/2019,TOYOTA,CHR,2020,19209,Riverside Toyota,Used,15726.73,-519.71,0
N6368163,1/10/2020,12/16/2019,TOYOTA,COROL,2020,34736,Riverside Toyota,Used,12999,442.43,2826.62
K3019005,1/10/2020,11/20/2019,NISSAN,ALTIMA,2020,61003,Riverside Toyota,Used,13066,-810,1789.42
N8864079,1/9/2020,10/27/2019,TOYOTA,CAMR,2020,31384,Riverside Toyota,Used,14467.02,-1530.1,0
N4344410,1/9/2020,12/17/2019,TOYOTA,SIENNA,2020,48657,Riverside Toyota,Used,9899,2728.78,0
K8067652,1/9/2020,10/27/2019,HONDA,CRV,2020,53619,Riverside Toyota,Used,14199,508.75,1999.26
N1335048,1/9/2020,12/10/2019,TOYOTA,CAMR,2020,28096,Riverside Toyota,Used,26999,1739.41,993.63
S6624828,1/9/2020,12/4/2019,VOLVO,XC90,2020,41107,Riverside Toyota,Used,4999,1402.22,0
K3169802,1/8/2020,11/12/2019,TOYOTA,TACO,2020,5000,Riverside Toyota,Used,10000,1979.09,0
S4281683,1/8/2020,11/26/2019,PONTIAC,G6,2020,26634,Riverside Toyota,Used,5061.68,1061.59,0
S6351130,1/8/2020,12/15/2019,TOYOTA,HIGHLN,2020,38211,Riverside Toyota,Used,27377.21,437.7,1731
S1263191,1/8/2020,10/29/2019,HONDA,CRV,2020,23283,Riverside Toyota,Used,27999,1490.7,0
M8769832,1/8/2020,11/16/2019,TOYOTA,CAMR,2020,66486,Riverside Toyota,Used,18399,-81.5,1423.33
K1470552,1/8/2020,12/14/2019,HONDA,HRV,2020,20547,Riverside Toyota,Used,15484.01,197.01,0
L4249009,1/7/2020,11/27/2019,TOYOTA,4RUN,2020,35399,Riverside Toyota,Used,33796,769.7,0
N7136673,1/7/2020,12/8/2019,TOYOTA,CAMR,2020,43961,Riverside Toyota,Used,12328.67,800.4,0
N1755387,1/7/2020,11/1/2019,NISSAN,ROGUE,2020,63619,Riverside Toyota,Used,18999,1483.37,2559.65
T3245476,1/7/2020,12/3/2019,MAZDA,CX5,2020,20462,Riverside Toyota,Used,13999,-605.94,2545.45
L3607074,1/7/2020,11/16/2019,CHEVROLET,SILV15,2020,59447,Riverside Toyota,Used,16340,3113,1200
M4138958,1/7/2020,12/10/2019,JEEP,CHER,2020,42153,Riverside Toyota,Used,14284.98,2273.34,0
S1075820,1/7/2020,12/13/2019,HYUNDAI,ELAN,2020,27277,Riverside Toyota,Used,6017.99,-1006.29,0
T8063743,1/7/2020,12/3/2019,TOYOTA,COROL,2020,48931,Riverside Toyota,Used,17199,1112.36,1756.99
S6241063,1/6/2020,11/19/2019,TOYOTA,COROL,2020,44985,Riverside Toyota,Used,4900,311.61,0
S8405048,1/6/2020,12/15/2019,TOYOTA,HIGHLN,2020,32996,Riverside Toyota,Used,34949,1896.21,3234
L5681569,1/6/2020,11/28/2019,CHEVROLET,TAHO,2020,43047,Riverside Toyota,Used,38315,-1115,200
L4300220,1/6/2020,11/12/2019,TOYOTA,TACO,2020,36220,Riverside Toyota,Used,24714.59,927.59,1934.46
M3141820,1/6/2020,11/29/2019,TOYOTA,AVAL,2020,43702,Riverside Toyota,Used,33199,320.45,3234
T7416899,1/6/2020,11/22/2019,TOYOTA,CAMR,2020,51931,Riverside Toyota,Used,18900,1530.01,1075.43
S4445064,1/5/2020,12/14/2019,TOYOTA,RAV4,2020,65790,Riverside Toyota,Used,17858,1581.05,0
N6523957,1/5/2020,11/28/2019,HONDA,RIDGLN,2020,23432,Riverside Toyota,Used,26424.79,412.79,0
S3722642,1/4/2020,11/26/2019,TOYOTA,CAMR,2020,73995,Riverside Toyota,Used,20799,2605.03,1150.55
M5578763,1/4/2020,11/14/2019,TOYOTA,CAMR,2020,12718,Riverside Toyota,Used,16999,-893.95,2303.04
N2229618,1/4/2020,12/9/2019,HYUNDAI,SONA,2020,39723,Riverside Toyota,Used,8199,511.1,362
N3202742,1/4/2020,10/25/2019,TOYOTA,RAV4,2020,50824,Riverside Toyota,Used,14000,1943.51,0
K5470882,1/4/2020,11/5/2019,TOYOTA,HIGHLN,2020,46214,Riverside Toyota,Used,27499,204.22,2872.13
M4710702,1/4/2020,11/13/2019,TOYOTA,HIGHLN,2020,32659,Riverside Toyota,Used,21195.79,2931.32,0
L2788660,1/4/2020,11/6/2019,TOYOTA,HIGHHY,2020,38878,Riverside Toyota,Used,36607.46,4175.78,0
L1385956,1/4/2020,11/7/2019,BUICK,ENCR,2020,34604,Riverside Toyota,Used,16799,-1698.53,378.56
K1604754,1/4/2020,11/28/2019,TOYOTA,CAMR,2020,33159,Riverside Toyota,Used,12828.67,1022.77,0
S7987935,1/4/2020,11/6/2019,TOYOTA,YARISA,2020,54744,Riverside Toyota,Used,12599,564.95,1200
T4138047,1/4/2020,12/15/2019,JEEP,WRAN,2020,47355,Riverside Toyota,Used,18999,3270.35,1579.47
N9872753,1/4/2020,12/5/2019,TOYOTA,CAMR,2020,31606,Riverside Toyota,Used,16000,-2830.25,150
K8319807,1/4/2020,11/18/2019,TOYOTA,TACO,2020,55493,Riverside Toyota,Used,29583.04,-951.34,1476
M2415818,1/4/2020,11/21/2019,TOYOTA,CAMR,2020,46609,Riverside Toyota,Used,16698,-1539.07,0
N5164120,1/4/2020,10/27/2019,TOYOTA,RAV4,2020,54192,Riverside Toyota,Used,21099,563.56,2083.54
M8664702,1/4/2020,11/23/2019,TOYOTA,IM,2020,51444,Riverside Toyota,Used,14500,-40.12,541.68
S6313969,1/4/2020,11/15/2019,TOYOTA,COROL,2020,29565,Riverside Toyota,Used,18199,2127.41,2463.81
S9576392,1/3/2020,11/15/2019,TOYOTA,RAV4,2020,33597,Riverside Toyota,Used,16799,357.48,1210.48
L1568589,1/3/2020,11/3/2019,TOYOTA,RAV4,2020,53209,Riverside Toyota,Used,20899,-365.43,2224.9
L1866164,1/3/2020,11/10/2019,TOYOTA,RAV4,2020,51155,Riverside Toyota,Used,25499,2524.02,1350
M8016052,1/3/2020,12/8/2019,TOYOTA,PRIUS,2020,41686,Riverside Toyota,Used,21988.86,1403.32,0
M1145884,1/3/2020,11/29/2019,TOYOTA,CAMR,2020,43759,Riverside Toyota,Used,10000,615.56,0
K2969948,1/2/2020,11/18/2019,TOYOTA,RAV4,2020,61164,Riverside Toyota,Used,7699,1449.45,0
L6738852,1/2/2020,10/27/2019,TOYOTA,HIGHLN,2020,33126,Riverside Toyota,Used,27499,-2152.05,2307.1
L9066859,1/2/2020,10/23/2019,TOYOTA,AVAL,2020,50206,Riverside Toyota,Used,6017.99,387.25,0
N6977017,1/2/2020,10/26/2019,TOYOTA,CAMR,2020,38967,Riverside Toyota,Used,17668.49,75.3,0
N8044092,1/2/2020,12/12/2019,TOYOTA,4RUN,2020,38734,Riverside Toyota,Used,30775.27,449.97,2947
S3508198,1/2/2020,12/13/2019,TOYOTA,4RUN,2020,58481,Riverside Toyota,Used,30199,119.84,1799.42
N3659597,1/2/2020,10/27/2019,TOYOTA,HIGHLN,2020,54381,Riverside Toyota,Used,24499,2739,517
K5975463,1/1/2020,12/1/2019,HYUNDAI,TUCSON,2020,54202,Riverside Toyota,Used,10299,1359.55,1515.78
M2828896,1/1/2020,12/8/2019,TOYOTA,COROL,2020,61582,Riverside Toyota,Used,14399,-674.26,200
M7116349,1/1/2020,11/6/2019,BUICK,REGA,2020,42315,Riverside Toyota,Used,14576.24,965.15,0
N8392179,1/1/2020,11/11/2019,TOYOTA,HIGHLN,2020,52229,Riverside Toyota,Used,25879.64,-16.8,2797.64
T7108568,1/1/2020,10/19/2019,JEEP,WRAN,2020,37345,Riverside Toyota,Used,19610.22,491.12,1574.58
N1635567,1/1/2020,12/4/2019,TOYOTA,4RUN,2020,46862,Riverside Toyota,Used,33542.26,474.01,0
S7539055,1/1/2020,11/2/2019,TOYOTA,COROL,2020,40047,Riverside Toyota,Used,14099,-640.59,1128.99
M1488553,1/31/2020,12/8/2019,TOYOTA,RAV4,2020,34,Riverside Toyota,New,25016.29,-2522.88,1
T1284649,1/31/2020,12/24/2019,TOYOTA,CAMR,2020,68,Riverside Toyota,New,24840,-2148.17,0
N2006879,1/31/2020,11/25/2019,TOYOTA,CAMR,2020,6,Riverside Toyota,New,24200,-2657.77,1941
M7486552,1/31/2020,12/27/2019,TOYOTA,HIGHLN,2020,53,Riverside Toyota,New,35658,-1893.1,1
L4536649,1/31/2020,1/9/2020,TOYOTA,TUND,2020,100,Riverside Toyota,New,35698,298.5,0
L4552777,1/31/2020,12/23/2019,TOYOTA,RAV4,2020,49,Riverside Toyota,New,31567.89,-3277.16,0
L6792017,1/31/2020,12/19/2019,TOYOTA,CAMR,2020,21,Riverside Toyota,New,22584,-2664.77,3685.74
L8545321,1/31/2020,11/19/2019,TOYOTA,SIENNA,2020,32,Riverside Toyota,New,32442,-2365.77,200
N9517836,1/31/2020,12/10/2019,TOYOTA,TUND,2020,49,Riverside Toyota,New,46320.71,-3538.91,301
M6480314,1/31/2020,12/19/2019,TOYOTA,4RUN,2020,21,Riverside Toyota,New,44145,-3537.17,0
K7465046,1/31/2020,11/21/2019,TOYOTA,CAMR,2020,63,Riverside Toyota,New,22891.86,-2863.74,0
L8939568,1/31/2020,1/1/2020,TOYOTA,TUND,2020,18,Riverside Toyota,New,50672.75,-3078.97,0
N1320875,1/31/2020,11/24/2019,TOYOTA,CAMR,2020,14,Riverside Toyota,New,21320,-3898.17,3361.96
L4178852,1/31/2020,1/4/2020,TOYOTA,TUND,2020,82,Riverside Toyota,New,41004.51,-3741.26,0
N2328504,1/31/2020,12/7/2019,TOYOTA,RAV4,2020,85,Riverside Toyota,New,35936.83,-1625.94,586
N5563451,1/31/2020,12/5/2019,TOYOTA,COROL,2020,90,Riverside Toyota,New,14698.69,-5495.7,3053.26
K9044599,1/31/2020,12/3/2019,TOYOTA,RAV4,2020,22,Riverside Toyota,New,34092.17,-2080,0
T3304812,1/31/2020,12/23/2019,TOYOTA,SIENNA,2020,39,Riverside Toyota,New,38906,-2933.29,600
K8377758,1/31/2020,12/8/2019,TOYOTA,TACO,2020,52,Riverside Toyota,New,34154,-539.17,0
T6174572,1/31/2020,11/25/2019,TOYOTA,RAV4,2020,62,Riverside Toyota,New,26819,-4350.17,2315.04
K4033687,1/31/2020,12/18/2019,TOYOTA,CAMR,2020,22,Riverside Toyota,New,21785,-2164.77,850
M3515226,1/31/2020,12/8/2019,TOYOTA,TACO,2020,56,Riverside Toyota,New,39043.62,-3117.55,350
N9856536,1/31/2020,12/18/2019,TOYOTA,RAV4,2020,34,Riverside Toyota,New,28054,-3980.58,2489
L9040549,1/31/2020,12/14/2019,TOYOTA,RAV4,2020,41,Riverside Toyota,New,22732.94,-3792.23,0
L9449752,1/31/2020,12/25/2019,TOYOTA,TACO,2020,44,Riverside Toyota,New,30960.32,-2043.45,1
L8112505,1/31/2020,11/27/2019,TOYOTA,TACO,2020,10,Riverside Toyota,New,37569,1005.83,1957
M3258049,1/31/2020,12/25/2019,TOYOTA,HIGHLN,2020,83,Riverside Toyota,New,28709,-2557.77,2333
T1902926,1/31/2020,1/10/2020,TOYOTA,RAV4HY,2020,39,Riverside Toyota,New,33640.7,-2145.47,0
K6487906,1/31/2020,11/19/2019,TOYOTA,COROL,2020,30,Riverside Toyota,New,26579,-422.17,935
T2156745,1/31/2020,12/8/2019,TOYOTA,RAV4,2020,95,Riverside Toyota,New,26276,-249.17,1241
T1873608,1/31/2020,12/27/2019,TOYOTA,PRIUS,2020,34,Riverside Toyota,New,30394.36,579.57,680
K3249051,1/31/2020,12/2/2019,TOYOTA,CAMR,2020,79,Riverside Toyota,New,22885,-2827.77,1854.27
K5050364,1/30/2020,12/6/2019,TOYOTA,RAV4,2020,28,Riverside Toyota,New,26097.83,-2416.34,0
S1183425,1/30/2020,12/9/2019,TOYOTA,4RUN,2020,59,Riverside Toyota,New,43971,-2062.17,2486
N2554419,1/30/2020,1/7/2020,TOYOTA,RAV4,2020,82,Riverside Toyota,New,22266,-3773.17,2232
S5116330,1/30/2020,12/9/2019,TOYOTA,CHR,2020,91,Riverside Toyota,New,23121,-1329.17,2180
T5892786,1/30/2020,12/28/2019,TOYOTA,COROL,2020,13,Riverside Toyota,New,17892,-1920.77,150
M3449485,1/30/2020,12/21/2019,TOYOTA,RAV4,2020,66,Riverside Toyota,New,29885,-1365.14,2434
T5109821,1/30/2020,11/24/2019,TOYOTA,CAMHYB,2020,22,Riverside Toyota,New,23509.64,-3811.13,200
M4733178,1/30/2020,12/22/2019,TOYOTA,CAMR,2020,55,Riverside Toyota,New,25985,-443.77,3539
L8632374,1/30/2020,1/3/2020,TOYOTA,CAMR,2020,23,Riverside Toyota,New,26200,237.23,2728.6
K4718625,1/30/2020,1/4/2020,TOYOTA,RAV4,2020,73,Riverside Toyota,New,28954,-2798.67,0
N7503704,1/30/2020,1/8/2020,TOYOTA,RAV4,2020,86,Riverside Toyota,New,24026,-2338.17,2608
M7606816,1/29/2020,12/24/2019,TOYOTA,4RUN,2020,37,Riverside Toyota,New,39916.44,-3060.77,0
N8637616,1/29/2020,12/8/2019,TOYOTA,HIGHLN,2020,42,Riverside Toyota,New,42000,2828.83,1790
S5007403,1/29/2020,11/23/2019,TOYOTA,COROL,2020,17,Riverside Toyota,New,17632,-2138.17,1409
L6662077,1/29/2020,12/29/2019,TOYOTA,COROL,2020,53,Riverside Toyota,New,15379.61,-4413.16,1345.86
K2430682,1/29/2020,11/20/2019,TOYOTA,COROL,2020,77,Riverside Toyota,New,16645.56,-3176.61,2826
L7442703,1/29/2020,12/19/2019,TOYOTA,RAV4,2020,94,Riverside Toyota,New,34144,2708.83,4332.01
M2408002,1/29/2020,11/16/2019,TOYOTA,RAV4HY,2020,57,Riverside Toyota,New,37451,1807.83,2669
N3400663,1/28/2020,12/18/2019,TOYOTA,RAV4,2020,5,Riverside Toyota,New,26916,-3408.77,2027
K2963247,1/28/2020,11/24/2019,TOYOTA,CAMR,2020,16,Riverside Toyota,New,28425.77,-2692,0
T9660073,1/28/2020,12/10/2019,TOYOTA,COROL,2020,28,Riverside Toyota,New,17631,-2191.17,597
T4591896,1/28/2020,12/2/2019,TOYOTA,HIGHLN,2020,5,Riverside Toyota,New,28709,-557.77,612
L9945652,1/28/2020,12/2/2019,TOYOTA,TACO,2020,72,Riverside Toyota,New,35734.77,-2581.4,1792.33
S2721228,1/27/2020,11/24/2019,TOYOTA,COROL,2020,11,Riverside Toyota,New,18992.5,-2447.27,357.21
K8018434,1/27/2020,11/18/2019,TOYOTA,COROL,2020,96,Riverside Toyota,New,18204,-1839.17,0
K3396847,1/27/2020,11/15/2019,TOYOTA,CAMR,2020,73,Riverside Toyota,New,22035,-1914.77,0
T6779377,1/27/2020,12/31/2019,TOYOTA,PRIUSM,2020,43,Riverside Toyota,New,35648,493.33,0
L5363601,1/27/2020,12/12/2019,TOYOTA,RAV4,2020,36,Riverside Toyota,New,34900.52,916.52,0
K2876541,1/27/2020,12/12/2019,TOYOTA,COROL,2020,53,Riverside Toyota,New,19131,58.83,3016
K7540643,1/27/2020,12/5/2019,TOYOTA,PRIUS,2020,35,Riverside Toyota,New,24713.52,667.25,1594
T6302678,1/27/2020,12/18/2019,TOYOTA,TACO,2020,83,Riverside Toyota,New,43926.12,-306.65,0
N7896352,1/27/2020,12/9/2019,TOYOTA,4RUN,2020,7,Riverside Toyota,New,42642,-1454.17,2399
T7319901,1/27/2020,12/6/2019,TOYOTA,COROHB,2020,51,Riverside Toyota,New,23700,-1999.77,780
K4217489,1/27/2020,12/11/2019,TOYOTA,RAV4,2020,19,Riverside Toyota,New,31276.63,-1212.54,0
T2127409,1/27/2020,11/22/2019,TOYOTA,RAV4HY,2020,55,Riverside Toyota,New,37145.56,64.39,0
M1320674,1/27/2020,12/6/2019,TOYOTA,RAV4,2020,86,Riverside Toyota,New,34200,-977.17,2532
N6749053,1/26/2020,1/2/2020,TOYOTA,RAV4,2020,89,Riverside Toyota,New,32931,407.83,1349.71
T5624350,1/26/2020,11/20/2019,TOYOTA,CAMR,2020,78,Riverside Toyota,New,23000,-1229.17,2250
K2844703,1/26/2020,12/19/2019,TOYOTA,COROL,2020,25,Riverside Toyota,New,19056,-885.17,2340
S7318826,1/26/2020,1/3/2020,TOYOTA,RAV4HY,2020,94,Riverside Toyota,New,38154,1709.83,3692
N1683668,1/26/2020,12/3/2019,TOYOTA,COROL,2020,45,Riverside Toyota,New,19221,-3025.01,1690
L9710538,1/25/2020,11/18/2019,TOYOTA,CAMR,2020,7,Riverside Toyota,New,27425,-2440.77,0
S9536058,1/25/2020,12/20/2019,TOYOTA,4RUN,2020,5,Riverside Toyota,New,37908.77,0,0
S5322399,1/25/2020,11/23/2019,TOYOTA,RAV4,2020,25,Riverside Toyota,New,28832,1578.23,4227.06
K1929820,1/25/2020,12/9/2019,TOYOTA,RAV4HY,2020,79,Riverside Toyota,New,32598,1101.83,1810
S6259596,1/25/2020,12/7/2019,TOYOTA,COROL,2020,84,Riverside Toyota,New,21555,-1147.17,0
T8112595,1/25/2020,12/8/2019,TOYOTA,CHR,2020,25,Riverside Toyota,New,25930,-1502.17,0
S6253864,1/25/2020,11/21/2019,TOYOTA,YARIS,2020,79,Riverside Toyota,New,16167,-3046.77,2080
N1041542,1/25/2020,11/14/2019,TOYOTA,RAV4HY,2020,99,Riverside Toyota,New,39395,1055.83,1791
T7164978,1/25/2020,12/31/2019,TOYOTA,COROL,2020,53,Riverside Toyota,New,21231,369.83,1232
T2844612,1/25/2020,12/2/2019,TOYOTA,PRIUS,2020,69,Riverside Toyota,New,29390.51,-2900.2,3012
M9756822,1/25/2020,11/26/2019,TOYOTA,RAV4HY,2020,45,Riverside Toyota,New,33771,808.21,4262.47
N8354756,1/25/2020,11/30/2019,TOYOTA,CAMR,2020,100,Riverside Toyota,New,25784.17,-1846,2879
N7707699,1/25/2020,12/13/2019,TOYOTA,RAV4,2020,71,Riverside Toyota,New,26901,-2559.77,301
K2165884,1/25/2020,12/8/2019,TOYOTA,HIGHLN,2020,100,Riverside Toyota,New,31479,-530.77,1778
M6417299,1/25/2020,11/18/2019,TOYOTA,HIGHLN,2020,46,Riverside Toyota,New,33004.78,-3089.99,2090
K5859016,1/25/2020,11/21/2019,TOYOTA,TACO,2020,73,Riverside Toyota,New,39484,2964.23,1701.28
N1508742,1/25/2020,11/14/2019,TOYOTA,TACO,2020,61,Riverside Toyota,New,19831,-3819.77,1028
M6535477,1/25/2020,12/6/2019,TOYOTA,AVALO,2020,47,Riverside Toyota,New,33004.78,-2665.99,3082
N7828105,1/25/2020,12/2/2019,TOYOTA,RAV4,2020,16,Riverside Toyota,New,27098,-2569.77,2439
S5161741,1/25/2020,12/4/2019,TOYOTA,RAV4,2020,82,Riverside Toyota,New,27868.99,-3587.28,845
T2976746,1/25/2020,11/15/2019,TOYOTA,COROL,2020,68,Riverside Toyota,New,18881,-2691.17,828.01
M5492070,1/25/2020,12/16/2019,TOYOTA,4RUN,2020,55,Riverside Toyota,New,39244,-5478.54,599.77
S3337972,1/24/2020,12/4/2019,TOYOTA,COROL,2020,77,Riverside Toyota,New,17121,-2840.29,1185
L6055833,1/24/2020,12/13/2019,TOYOTA,RAV4,2020,64,Riverside Toyota,New,24776,250.83,0
L6067156,1/24/2020,12/3/2019,TOYOTA,TACO,2020,75,Riverside Toyota,New,29700,-2263.17,4864.39
T4155020,1/24/2020,1/2/2020,TOYOTA,COROL,2020,84,Riverside Toyota,New,22024,-2844.01,3659
M2189499,1/24/2020,12/18/2019,TOYOTA,CAMR,2020,32,Riverside Toyota,New,27165,-1782.77,1578
N3119933,1/24/2020,12/11/2019,TOYOTA,4RUN,2020,75,Riverside Toyota,New,38209,-2918.77,5571.61
T9452919,1/23/2020,11/23/2019,TOYOTA,TUND,2020,18,Riverside Toyota,New,43096.12,-2296.62,1433
M9789393,1/23/2020,12/4/2019,TOYOTA,HIGHLN,2020,36,Riverside Toyota,New,48403,2353.83,3552
M2587037,1/23/2020,11/11/2019,TOYOTA,RAV4,2020,12,Riverside Toyota,New,25710,-2764.17,580
L8161641,1/23/2020,1/1/2020,TOYOTA,HIGHLN,2020,31,Riverside Toyota,New,41363,1885.83,0
M3910287,1/23/2020,11/25/2019,TOYOTA,RAV4,2020,54,Riverside Toyota,New,34463,-2303.77,2685
L3558752,1/23/2020,11/19/2019,TOYOTA,HIGHLN,2020,63,Riverside Toyota,New,41509,4969.83,0
N5589135,1/23/2020,12/11/2019,TOYOTA,CAMR,2020,61,Riverside Toyota,New,26285,1135.23,3306.06
L9469511,1/23/2020,11/15/2019,TOYOTA,4RUN,2020,7,Riverside Toyota,New,40249,740.23,1839.62
S8568861,1/22/2020,12/2/2019,TOYOTA,COROL,2020,31,Riverside Toyota,New,21972,306.23,3555.13
M6971614,1/22/2020,11/17/2019,TOYOTA,RAV4,2020,98,Riverside Toyota,New,40786,-1290.77,1116.69
S6795184,1/22/2020,12/12/2019,TOYOTA,PRIUS,2020,38,Riverside Toyota,New,22350.08,-2524.26,0
S5201052,1/22/2020,12/11/2019,TOYOTA,COROL,2020,30,Riverside Toyota,New,16617,-3545.77,2635.84
M8467288,1/21/2020,12/31/2019,TOYOTA,CAMR,2020,44,Riverside Toyota,New,25131,-3743.77,0
N7641870,1/21/2020,12/6/2019,TOYOTA,COROL,2020,90,Riverside Toyota,New,21669.11,-1537.21,150
K2913089,1/21/2020,11/21/2019,TOYOTA,RAV4,2020,36,Riverside Toyota,New,23752.35,-3132.42,0
N3252706,1/21/2020,12/31/2019,TOYOTA,COROHB,2020,45,Riverside Toyota,New,24420,-97.17,3114
T5281427,1/21/2020,12/7/2019,TOYOTA,COROL,2020,6,Riverside Toyota,New,20631,433.83,150
L7119982,1/20/2020,12/15/2019,TOYOTA,CAMR,2020,76,Riverside Toyota,New,25113.77,-2143.16,0
T7208613,1/20/2020,11/22/2019,TOYOTA,CAMR,2020,11,Riverside Toyota,New,26713.52,-3035.25,100
L8084199,1/20/2020,11/29/2019,TOYOTA,CAMHYB,2020,23,Riverside Toyota,New,29761,1765.83,1155
N9103346,1/20/2020,12/23/2019,TOYOTA,4RUN,2020,37,Riverside Toyota,New,41859,-291.67,250
T6187517,1/20/2020,11/19/2019,TOYOTA,TUND,2020,6,Riverside Toyota,New,42688,-929.31,3768.7
M4286166,1/20/2020,11/8/2019,TOYOTA,CAMR,2020,71,Riverside Toyota,New,26340,1062.83,1774
K8920182,1/20/2020,11/14/2019,TOYOTA,RAV4,2020,96,Riverside Toyota,New,31909,1563.23,2990
T6874412,1/20/2020,11/23/2019,TOYOTA,COROL,2020,82,Riverside Toyota,New,19121,-2430.29,1763
N4338823,1/19/2020,12/2/2019,TOYOTA,4RUN,2020,19,Riverside Toyota,New,42441.67,-3099.1,200
S7570607,1/19/2020,11/19/2019,TOYOTA,CAMR,2020,25,Riverside Toyota,New,26422.26,-2452.51,1158
T6028031,1/19/2020,11/6/2019,TOYOTA,RAV4,2020,82,Riverside Toyota,New,28787,1500.23,3389
N1897539,1/19/2020,12/5/2019,TOYOTA,CAMR,2020,63,Riverside Toyota,New,27393.14,-2110.15,200
S5218984,1/19/2020,11/26/2019,TOYOTA,RAV4,2020,86,Riverside Toyota,New,32905.08,-771.09,269.88
T8595674,1/18/2020,11/10/2019,TOYOTA,RAV4HY,2020,43,Riverside Toyota,New,31345,755.83,1089.68
T7450718,1/18/2020,12/5/2019,TOYOTA,RAV4,2020,24,Riverside Toyota,New,27565,-3446.77,769.67
S2082325,1/18/2020,12/6/2019,TOYOTA,TACO,2020,5,Riverside Toyota,New,29820.32,-2480.85,0
S3290833,1/18/2020,12/17/2019,TOYOTA,RAV4,2020,77,Riverside Toyota,New,29658,-3427.77,300
T8142582,1/18/2020,12/23/2019,TOYOTA,HIGHLN,2020,13,Riverside Toyota,New,33319.44,-1630.33,1032
K7294317,1/18/2020,11/24/2019,TOYOTA,CAMR,2020,55,Riverside Toyota,New,22053.33,-2875.44,200
N2644425,1/18/2020,11/15/2019,TOYOTA,CAMR,2020,42,Riverside Toyota,New,29185,2362.23,837
S1740138,1/18/2020,12/10/2019,TOYOTA,HIGHLN,2020,97,Riverside Toyota,New,34389,-2033.29,614.17
K2748701,1/18/2020,12/29/2019,TOYOTA,PRIUS,2020,19,Riverside Toyota,New,28422.23,-2926.48,250
T2783728,1/18/2020,12/22/2019,TOYOTA,COROL,2020,88,Riverside Toyota,New,16228.08,-3594.09,3527.58
S2357485,1/18/2020,11/14/2019,TOYOTA,CAMR,2020,45,Riverside Toyota,New,26730,-1999.29,4253
L5589294,1/18/2020,12/14/2019,TOYOTA,4RUN,2020,98,Riverside Toyota,New,52849,2937.83,4140
K5313940,1/18/2020,12/16/2019,TOYOTA,HIGHLN,2020,51,Riverside Toyota,New,38664.95,744.97,301
L3003342,1/18/2020,12/18/2019,TOYOTA,CAMR,2020,30,Riverside Toyota,New,35160,4065.23,2980
K6096386,1/18/2020,11/9/2019,TOYOTA,CAMR,2020,58,Riverside Toyota,New,21485,-2464.77,3494.4
L8268969,1/18/2020,12/7/2019,TOYOTA,CAMR,2020,74,Riverside Toyota,New,22800.9,-1043.87,1058
L7806732,1/17/2020,12/14/2019,TOYOTA,RAV4,2020,43,Riverside Toyota,New,33194.1,-1540.07,2220
